"country","mes","cancelaciones_mensuales","personas_mensuales","reservas_mensuales","cancelaciones_acumuladas","personas_acumuladas","reservas_acumuladas","ratio_cancelaciones","region","country_name"
"SRB",2017-04-01,1,7,4,2,118,90,2.2,"Europe","Serbia"
"SVK",2017-04-01,0,2,1,19,105,55,34.5,"Europe","Slovakia"
"SVN",2017-04-01,1,7,3,13,98,51,25.5,"Europe","Slovenia"
"SWE",2017-04-01,19,180,88,164,1554,785,20.9,"Europe","Sweden"
"THA",2017-04-01,2,8,2,14,115,54,25.9,"Asia","Thailand"
"TUN",2017-04-01,3,6,3,17,72,35,48.6,"Africa","Tunisia"
"TUR",2017-04-01,3,14,6,91,436,223,40.8,"Europe","Turkey"
"TWN",2017-04-01,0,2,1,11,64,31,35.5,"Asia","Taiwan"
"UKR",2017-04-01,0,3,1,17,118,59,28.8,"Europe","Ukraine"
"URY",2017-04-01,1,17,7,6,54,24,25,"Americas","Uruguay"
"USA",2017-04-01,34,219,102,282,2853,1420,19.9,"Americas","United States"
"VEN",2017-04-01,1,4,1,12,47,23,52.2,"Americas","Venezuela"
"ZAF",2017-04-01,0,3,2,22,95,51,43.1,"Africa","South Africa"
"AGO",2017-05-01,9,32,13,191,607,337,56.7,"Africa","Angola"
"ARE",2017-05-01,2,5,2,37,94,43,86,"Africa","United Arab Emirates"
"ARG",2017-05-01,6,46,22,42,383,179,23.5,"Americas","Argentina"
"AUS",2017-05-01,9,90,47,66,609,304,21.7,"Asia","Australia"
"AUT",2017-05-01,35,191,97,193,2115,1078,17.9,"Europe","Austria"
"BEL",2017-05-01,41,348,178,351,3834,1881,18.7,"Europe","Belgium"
"BEN",2017-05-01,2,4,2,3,6,3,100,"Africa","Benin"
